"recipe_number","recipe_index","image_number","title","source","download_url","filename"
"66","65","1","Young Birch Leaves, Trent Park, Enfield - geograph.org.uk - 5343740.jpg","https://commons.wikimedia.org/wiki/File:Young_Birch_Leaves,_Trent_Park,_Enfield_-_geograph.org.uk_-_5343740.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Young%20Birch%20Leaves%2C%20Trent%20Park%2C%20Enfield%20-%20geograph.org.uk%20-%205343740.jpg","recipe-066-img-01-Young_Birch_Leaves_Trent_Park_Enfield_-_geograph.org.uk_-_5343740.jpg"
"66","65","2","Black_Birch_Bunch.jpg","https://commons.wikimedia.org/wiki/File:Black_Birch_Bunch.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Black_Birch_Bunch.jpg","recipe-066-img-02-Black_Birch_Bunch.jpg"
"67","66","1","Viola tricolor subsp. curtisii kz02.jpg","https://commons.wikimedia.org/wiki/File:Viola_tricolor_subsp._curtisii_kz02.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Viola%20tricolor%20subsp.%20curtisii%20kz02.jpg","recipe-067-img-01-Viola_tricolor_subsp._curtisii_kz02.jpg"
"67","66","2","Viola_tricolor_ssp_tricolor_hald_sø_2009-05-13_1.jpg","https://commons.wikimedia.org/wiki/File:Viola_tricolor_ssp_tricolor_hald_s%C3%B8_2009-05-13_1.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Viola_tricolor_ssp_tricolor_hald_s%C3%B8_2009-05-13_1.jpg","recipe-067-img-02-Viola_tricolor_ssp_tricolor_hald_s__2009-05-13_1.jpg"
"68","67","1","Thuja occidentalis - cone 1 (aka).jpg","https://commons.wikimedia.org/wiki/File:Thuja_occidentalis_-_cone_1_(aka).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Thuja%20occidentalis%20-%20cone%201%20%28aka%29.jpg","recipe-068-img-01-Thuja_occidentalis_-_cone_1_aka_.jpg"
"68","67","2","Thuja_occidentalis_15-p.bot-thuja.occi-20.jpg","https://commons.wikimedia.org/wiki/File:Thuja_occidentalis_15-p.bot-thuja.occi-20.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Thuja_occidentalis_15-p.bot-thuja.occi-20.jpg","recipe-068-img-02-Thuja_occidentalis_15-p.bot-thuja.occi-20.jpg"
"69","68","1","Raspberry leaf.jpg","https://commons.wikimedia.org/wiki/File:Raspberry_leaf.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Raspberry%20leaf.jpg","recipe-069-img-01-Raspberry_leaf.jpg"
"69","68","2","Leaf_curl_of_raspberry_kędzierzawka_maliny_(2).jpg","https://commons.wikimedia.org/wiki/File:Leaf_curl_of_raspberry_k%C4%99dzierzawka_maliny_(2).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Leaf_curl_of_raspberry_k%C4%99dzierzawka_maliny_%282%29.jpg","recipe-069-img-02-Leaf_curl_of_raspberry_k_dzierzawka_maliny__2_.jpg"
"70","69","1","Nahrungsmittel 2012-07-08-9519.jpg","https://commons.wikimedia.org/wiki/File:Nahrungsmittel_2012-07-08-9519.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Nahrungsmittel%202012-07-08-9519.jpg","recipe-070-img-01-Nahrungsmittel_2012-07-08-9519.jpg"
"70","69","2","CarawaySeeds.jpg","https://commons.wikimedia.org/wiki/File:CarawaySeeds.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/CarawaySeeds.jpg","recipe-070-img-02-CarawaySeeds.jpg"
"71","70","1","Vervain (Verbena officinalis) - geograph.org.uk - 4156848.jpg","https://commons.wikimedia.org/wiki/File:Vervain_(Verbena_officinalis)_-_geograph.org.uk_-_4156848.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Vervain%20%28Verbena%20officinalis%29%20-%20geograph.org.uk%20-%204156848.jpg","recipe-071-img-01-Vervain_Verbena_officinalis_-_geograph.org.uk_-_4156848.jpg"
"71","70","2","Verbena_officinalis_302529464.jpg","https://commons.wikimedia.org/wiki/File:Verbena_officinalis_302529464.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Verbena_officinalis_302529464.jpg","recipe-071-img-02-Verbena_officinalis_302529464.jpg"
"72","71","1","Althaea officinalis, 2020-10-04, Carnegie, 03.jpg","https://commons.wikimedia.org/wiki/File:Althaea_officinalis,_2020-10-04,_Carnegie,_03.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Althaea%20officinalis%2C%202020-10-04%2C%20Carnegie%2C%2003.jpg","recipe-072-img-01-Althaea_officinalis_2020-10-04_Carnegie_03.jpg"
"72","71","2","Althaea_officinalis,_Carnegie,_2025-07-02-4.jpg","https://commons.wikimedia.org/wiki/File:Althaea_officinalis,_Carnegie,_2025-07-02-4.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Althaea_officinalis%2C_Carnegie%2C_2025-07-02-4.jpg","recipe-072-img-02-Althaea_officinalis__Carnegie__2025-07-02-4.jpg"
"73","72","1","Plantago major RF.jpg","https://commons.wikimedia.org/wiki/File:Plantago_major_RF.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Plantago%20major%20RF.jpg","recipe-073-img-01-Plantago_major_RF.jpg"
"73","72","2","Broadleaf_Plantain_Spike.jpg","https://commons.wikimedia.org/wiki/File:Broadleaf_Plantain_Spike.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Broadleaf_Plantain_Spike.jpg","recipe-073-img-02-Broadleaf_Plantain_Spike.jpg"
"74","73","1","Populus nigra sl18.jpg","https://commons.wikimedia.org/wiki/File:Populus_nigra_sl18.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Populus%20nigra%20sl18.jpg","recipe-074-img-01-Populus_nigra_sl18.jpg"
"74","73","2","Populus_nigra_sl24.jpg","https://commons.wikimedia.org/wiki/File:Populus_nigra_sl24.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Populus_nigra_sl24.jpg","recipe-074-img-02-Populus_nigra_sl24.jpg"
"75","74","1","Juniper berries - geograph.org.uk - 1593558.jpg","https://commons.wikimedia.org/wiki/File:Juniper_berries_-_geograph.org.uk_-_1593558.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Juniper%20berries%20-%20geograph.org.uk%20-%201593558.jpg","recipe-075-img-01-Juniper_berries_-_geograph.org.uk_-_1593558.jpg"
"75","74","2","Juniper_Berries_-_geograph.org.uk_-_6254347.jpg","https://commons.wikimedia.org/wiki/File:Juniper_Berries_-_geograph.org.uk_-_6254347.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Juniper_Berries_-_geograph.org.uk_-_6254347.jpg","recipe-075-img-02-Juniper_Berries_-_geograph.org.uk_-_6254347.jpg"
"76","75","1","Rose hip in Rind village.jpg","https://commons.wikimedia.org/wiki/File:Rose_hip_in_Rind_village.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Rose%20hip%20in%20Rind%20village.jpg","recipe-076-img-01-Rose_hip_in_Rind_village.jpg"
"76","75","2","Rosehips_in_Eppstein,_Hessen_01.jpg","https://commons.wikimedia.org/wiki/File:Rosehips_in_Eppstein,_Hessen_01.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Rosehips_in_Eppstein%2C_Hessen_01.jpg","recipe-076-img-02-Rosehips_in_Eppstein__Hessen_01.jpg"
"77","76","1","Stachys officinalis Bukwica zwyczajna 2020-05-31 01.jpg","https://commons.wikimedia.org/wiki/File:Stachys_officinalis_Bukwica_zwyczajna_2020-05-31_01.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Stachys%20officinalis%20Bukwica%20zwyczajna%202020-05-31%2001.jpg","recipe-077-img-01-Stachys_officinalis_Bukwica_zwyczajna_2020-05-31_01.jpg"
"77","76","2","Red Rose Petals (4386388455).jpg","https://commons.wikimedia.org/wiki/File:Red_Rose_Petals_(4386388455).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Red%20Rose%20Petals%20%284386388455%29.jpg","recipe-077-img-02-Red_Rose_Petals_4386388455_.jpg"
"77","76","3","Wood_Betony_(Stachys_officinalis_)_-_geograph.org.uk_-_897427.jpg","https://commons.wikimedia.org/wiki/File:Wood_Betony_(Stachys_officinalis_)_-_geograph.org.uk_-_897427.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Wood_Betony_%28Stachys_officinalis_%29_-_geograph.org.uk_-_897427.jpg","recipe-077-img-03-Wood_Betony__Stachys_officinalis___-_geograph.org.uk_-_897427.jpg"
"78","77","1","Eupatorium cannabinum DSCN2417-01.jpg","https://commons.wikimedia.org/wiki/File:Eupatorium_cannabinum_DSCN2417-01.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Eupatorium%20cannabinum%20DSCN2417-01.jpg","recipe-078-img-01-Eupatorium_cannabinum_DSCN2417-01.jpg"
"78","77","2","Eupatorium_cannabinum_146329864.jpg","https://commons.wikimedia.org/wiki/File:Eupatorium_cannabinum_146329864.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Eupatorium_cannabinum_146329864.jpg","recipe-078-img-02-Eupatorium_cannabinum_146329864.jpg"
"79","78","1","Ononis spinosa 1.jpg","https://commons.wikimedia.org/wiki/File:Ononis_spinosa_1.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Ononis%20spinosa%201.jpg","recipe-079-img-01-Ononis_spinosa_1.jpg"
"79","78","2","Ononis_spinosa_2005.07.03_12.14.09.jpg","https://commons.wikimedia.org/wiki/File:Ononis_spinosa_2005.07.03_12.14.09.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Ononis_spinosa_2005.07.03_12.14.09.jpg","recipe-079-img-02-Ononis_spinosa_2005.07.03_12.14.09.jpg"
"80","79","1","Oak apples - Keila.jpg","https://commons.wikimedia.org/wiki/File:Oak_apples_-_Keila.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Oak%20apples%20-%20Keila.jpg","recipe-080-img-01-Oak_apples_-_Keila.jpg"
"80","79","2","Oak_Apples_-_geograph.org.uk_-_391035.jpg","https://commons.wikimedia.org/wiki/File:Oak_Apples_-_geograph.org.uk_-_391035.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Oak_Apples_-_geograph.org.uk_-_391035.jpg","recipe-080-img-02-Oak_Apples_-_geograph.org.uk_-_391035.jpg"
"81","80","1","Potentilla anserina RF.jpg","https://commons.wikimedia.org/wiki/File:Potentilla_anserina_RF.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Potentilla%20anserina%20RF.jpg","recipe-081-img-01-Potentilla_anserina_RF.jpg"
"81","80","2","Potentilla_anserina_-_silverweed_-_52159896935.jpg","https://commons.wikimedia.org/wiki/File:Potentilla_anserina_-_silverweed_-_52159896935.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Potentilla_anserina_-_silverweed_-_52159896935.jpg","recipe-081-img-02-Potentilla_anserina_-_silverweed_-_52159896935.jpg"
"82","81","1","Angelica archangelica subsp. archangelica Dzięgiel litwor 2019-05-24 06.jpg","https://commons.wikimedia.org/wiki/File:Angelica_archangelica_subsp._archangelica_Dzi%C4%99giel_litwor_2019-05-24_06.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Angelica%20archangelica%20subsp.%20archangelica%20Dzi%C4%99giel%20litwor%202019-05-24%2006.jpg","recipe-082-img-01-Angelica_archangelica_subsp._archangelica_Dzi_giel_litwor_2019-05-24_06.jpg"
"82","81","2","Angelica_archangelica_subsp._archangelica_Dzięgiel_litwor_2019-05-24_02.jpg","https://commons.wikimedia.org/wiki/File:Angelica_archangelica_subsp._archangelica_Dzi%C4%99giel_litwor_2019-05-24_02.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Angelica_archangelica_subsp._archangelica_Dzi%C4%99giel_litwor_2019-05-24_02.jpg","recipe-082-img-02-Angelica_archangelica_subsp._archangelica_Dzi_giel_litwor_2019-05-24_02.jpg"
"83","82","1","Papaver rhoeas in June.jpg","https://commons.wikimedia.org/wiki/File:Papaver_rhoeas_in_June.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Papaver%20rhoeas%20in%20June.jpg","recipe-083-img-01-Papaver_rhoeas_in_June.jpg"
"83","82","2","Papaver_rhoeas_2017_G1.jpg","https://commons.wikimedia.org/wiki/File:Papaver_rhoeas_2017_G1.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Papaver_rhoeas_2017_G1.jpg","recipe-083-img-02-Papaver_rhoeas_2017_G1.jpg"
"84","83","1","Marrubium vulgare sl2.jpg","https://commons.wikimedia.org/wiki/File:Marrubium_vulgare_sl2.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Marrubium%20vulgare%20sl2.jpg","recipe-084-img-01-Marrubium_vulgare_sl2.jpg"
"84","83","2","Marrubium_vulgare_kz19.jpg","https://commons.wikimedia.org/wiki/File:Marrubium_vulgare_kz19.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Marrubium_vulgare_kz19.jpg","recipe-084-img-02-Marrubium_vulgare_kz19.jpg"
"85","84","1","Artemisia vulgaris adaxial leaf surface.jpg","https://commons.wikimedia.org/wiki/File:Artemisia_vulgaris_adaxial_leaf_surface.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Artemisia%20vulgaris%20adaxial%20leaf%20surface.jpg","recipe-085-img-01-Artemisia_vulgaris_adaxial_leaf_surface.jpg"
"85","84","2","Artemisia_vulgaris_SCA-181108.jpg","https://commons.wikimedia.org/wiki/File:Artemisia_vulgaris_SCA-181108.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Artemisia_vulgaris_SCA-181108.jpg","recipe-085-img-02-Artemisia_vulgaris_SCA-181108.jpg"
"86","85","1","Equisetum arvense 117578468.jpg","https://commons.wikimedia.org/wiki/File:Equisetum_arvense_117578468.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Equisetum%20arvense%20117578468.jpg","recipe-086-img-01-Equisetum_arvense_117578468.jpg"
"86","85","2","Symphytum officinale 108596007.jpg","https://commons.wikimedia.org/wiki/File:Symphytum_officinale_108596007.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Symphytum%20officinale%20108596007.jpg","recipe-086-img-02-Symphytum_officinale_108596007.jpg"
"87","86","1","Wild Thyme (Thymus praecox subsp. britannicus) - geograph.org.uk - 819871.jpg","https://commons.wikimedia.org/wiki/File:Wild_Thyme_(Thymus_praecox_subsp._britannicus)_-_geograph.org.uk_-_819871.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Wild%20Thyme%20%28Thymus%20praecox%20subsp.%20britannicus%29%20-%20geograph.org.uk%20-%20819871.jpg","recipe-087-img-01-Wild_Thyme_Thymus_praecox_subsp._britannicus_-_geograph.org.uk_-_819871.jpg"
"87","86","2","Thymus_serpyllum_2018-07-06_3567.jpg","https://commons.wikimedia.org/wiki/File:Thymus_serpyllum_2018-07-06_3567.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Thymus_serpyllum_2018-07-06_3567.jpg","recipe-087-img-02-Thymus_serpyllum_2018-07-06_3567.jpg"
"88","87","1","Ponderosa Pine cones, Idaho Panhandle National Forest.jpg","https://commons.wikimedia.org/wiki/File:Ponderosa_Pine_cones,_Idaho_Panhandle_National_Forest.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Ponderosa%20Pine%20cones%2C%20Idaho%20Panhandle%20National%20Forest.jpg","recipe-088-img-01-Ponderosa_Pine_cones_Idaho_Panhandle_National_Forest.jpg"
"88","87","2","Ponderosa_Pine_cones,_Wibaux_County,_eastern_Montana_(25010099278).jpg","https://commons.wikimedia.org/wiki/File:Ponderosa_Pine_cones,_Wibaux_County,_eastern_Montana_(25010099278).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Ponderosa_Pine_cones%2C_Wibaux_County%2C_eastern_Montana_%2825010099278%29.jpg","recipe-088-img-02-Ponderosa_Pine_cones__Wibaux_County__eastern_Montana__25010099278_.jpg"
"89","88","1","Sloe berries - geograph.org.uk - 3651002.jpg","https://commons.wikimedia.org/wiki/File:Sloe_berries_-_geograph.org.uk_-_3651002.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Sloe%20berries%20-%20geograph.org.uk%20-%203651002.jpg","recipe-089-img-01-Sloe_berries_-_geograph.org.uk_-_3651002.jpg"
"89","88","2","Rose hips by Sixscore Road - geograph.org.uk - 589040.jpg","https://commons.wikimedia.org/wiki/File:Rose_hips_by_Sixscore_Road_-_geograph.org.uk_-_589040.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Rose%20hips%20by%20Sixscore%20Road%20-%20geograph.org.uk%20-%20589040.jpg","recipe-089-img-02-Rose_hips_by_Sixscore_Road_-_geograph.org.uk_-_589040.jpg"
"89","88","3","Blackthorn_or_sloe_(Prunus_spinosa)_-_geograph.org.uk_-_1451519.jpg","https://commons.wikimedia.org/wiki/File:Blackthorn_or_sloe_(Prunus_spinosa)_-_geograph.org.uk_-_1451519.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Blackthorn_or_sloe_%28Prunus_spinosa%29_-_geograph.org.uk_-_1451519.jpg","recipe-089-img-03-Blackthorn_or_sloe__Prunus_spinosa__-_geograph.org.uk_-_1451519.jpg"
"90","89","1","Arnica amplexicaulis kz03.jpg","https://commons.wikimedia.org/wiki/File:Arnica_amplexicaulis_kz03.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Arnica%20amplexicaulis%20kz03.jpg","recipe-090-img-01-Arnica_amplexicaulis_kz03.jpg"
"91","90","1","Verbascum thapsus 2024 Jun, July ON Canada Laslovarga (8).jpg","https://commons.wikimedia.org/wiki/File:Verbascum_thapsus_2024_Jun,_July_ON_Canada_Laslovarga_(8).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Verbascum%20thapsus%202024%20Jun%2C%20July%20ON%20Canada%20Laslovarga%20%288%29.jpg","recipe-091-img-01-Verbascum_thapsus_2024_Jun_July_ON_Canada_Laslovarga_8_.jpg"
"91","90","2","Verbascum_thapsus_kz19.jpg","https://commons.wikimedia.org/wiki/File:Verbascum_thapsus_kz19.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Verbascum_thapsus_kz19.jpg","recipe-091-img-02-Verbascum_thapsus_kz19.jpg"
"92","91","1","00 3775 Schwarzer Hollunder (Sambucus nigra).jpg","https://commons.wikimedia.org/wiki/File:00_3775_Schwarzer_Hollunder_(Sambucus_nigra).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/00%203775%20Schwarzer%20Hollunder%20%28Sambucus%20nigra%29.jpg","recipe-092-img-01-00_3775_Schwarzer_Hollunder_Sambucus_nigra_.jpg"
"92","91","2","Sambucus_nigra_105112015.jpg","https://commons.wikimedia.org/wiki/File:Sambucus_nigra_105112015.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Sambucus_nigra_105112015.jpg","recipe-092-img-02-Sambucus_nigra_105112015.jpg"
"93","92","1","Rosin.JPG","https://commons.wikimedia.org/wiki/File:Rosin.JPG","https://commons.wikimedia.org/wiki/Special:FilePath/Rosin.JPG","recipe-093-img-01-Rosin.JPG"
"93","92","2","Violin_rosin_(2).jpg","https://commons.wikimedia.org/wiki/File:Violin_rosin_(2).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Violin_rosin_%282%29.jpg","recipe-093-img-02-Violin_rosin__2_.jpg"
"94","93","1","Mentha aquatica bluete.jpeg","https://commons.wikimedia.org/wiki/File:Mentha_aquatica_bluete.jpeg","https://commons.wikimedia.org/wiki/Special:FilePath/Mentha%20aquatica%20bluete.jpeg","recipe-094-img-01-Mentha_aquatica_bluete.jpeg"
"94","93","2","Mentha_aquatica_148819609.jpg","https://commons.wikimedia.org/wiki/File:Mentha_aquatica_148819609.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Mentha_aquatica_148819609.jpg","recipe-094-img-02-Mentha_aquatica_148819609.jpg"
"95","94","1","Solidago virgaurea kz12.jpg","https://commons.wikimedia.org/wiki/File:Solidago_virgaurea_kz12.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Solidago%20virgaurea%20kz12.jpg","recipe-095-img-01-Solidago_virgaurea_kz12.jpg"
"95","94","2","Solidago_virgaurea_kz09.jpg","https://commons.wikimedia.org/wiki/File:Solidago_virgaurea_kz09.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Solidago_virgaurea_kz09.jpg","recipe-095-img-02-Solidago_virgaurea_kz09.jpg"
"96","95","1","Marrubium vulgare leaf Jenene Kidston (14453015387).jpg","https://commons.wikimedia.org/wiki/File:Marrubium_vulgare_leaf_Jenene_Kidston_(14453015387).jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Marrubium%20vulgare%20leaf%20Jenene%20Kidston%20%2814453015387%29.jpg","recipe-096-img-01-Marrubium_vulgare_leaf_Jenene_Kidston_14453015387_.jpg"
"96","95","2","Glycyrrhiza lepidota Wild licorice close.jpg","https://commons.wikimedia.org/wiki/File:Glycyrrhiza_lepidota_Wild_licorice_close.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Glycyrrhiza%20lepidota%20Wild%20licorice%20close.jpg","recipe-096-img-02-Glycyrrhiza_lepidota_Wild_licorice_close.jpg"
"96","95","3","Marrubium_vulgare_2zz.jpg","https://commons.wikimedia.org/wiki/File:Marrubium_vulgare_2zz.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Marrubium_vulgare_2zz.jpg","recipe-096-img-03-Marrubium_vulgare_2zz.jpg"
"97","96","1","Apiaceae - Pimpinella major-1.JPG","https://commons.wikimedia.org/wiki/File:Apiaceae_-_Pimpinella_major-1.JPG","https://commons.wikimedia.org/wiki/Special:FilePath/Apiaceae%20-%20Pimpinella%20major-1.JPG","recipe-097-img-01-Apiaceae_-_Pimpinella_major-1.JPG"
"97","96","2","Saxifraga asiatica.jpg","https://commons.wikimedia.org/wiki/File:Saxifraga_asiatica.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Saxifraga%20asiatica.jpg","recipe-097-img-02-Saxifraga_asiatica.jpg"
"97","96","3","Pimpinella_major_-_img_17962.jpg","https://commons.wikimedia.org/wiki/File:Pimpinella_major_-_img_17962.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Pimpinella_major_-_img_17962.jpg","recipe-097-img-03-Pimpinella_major_-_img_17962.jpg"
"98","97","1","Achillea millefolium 139228692.jpg","https://commons.wikimedia.org/wiki/File:Achillea_millefolium_139228692.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Achillea%20millefolium%20139228692.jpg","recipe-098-img-01-Achillea_millefolium_139228692.jpg"
"98","97","2","Achillea_millefolium_101731125.jpg","https://commons.wikimedia.org/wiki/File:Achillea_millefolium_101731125.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Achillea_millefolium_101731125.jpg","recipe-098-img-02-Achillea_millefolium_101731125.jpg"
"99","98","1","Larix x marschlinsii cones.jpg","https://commons.wikimedia.org/wiki/File:Larix_x_marschlinsii_cones.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Larix%20x%20marschlinsii%20cones.jpg","recipe-099-img-01-Larix_x_marschlinsii_cones.jpg"
"99","98","2","Larix_x_marschlinsii_cone_-_2.jpg","https://commons.wikimedia.org/wiki/File:Larix_x_marschlinsii_cone_-_2.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Larix_x_marschlinsii_cone_-_2.jpg","recipe-099-img-02-Larix_x_marschlinsii_cone_-_2.jpg"
"100","99","1","Menyanthes trifoliata Bobrek trójlistkowy Rezerwat przyrody Łazy 2022-06-21 08.jpg","https://commons.wikimedia.org/wiki/File:Menyanthes_trifoliata_Bobrek_tr%C3%B3jlistkowy_Rezerwat_przyrody_%C5%81azy_2022-06-21_08.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Menyanthes%20trifoliata%20Bobrek%20tr%C3%B3jlistkowy%20Rezerwat%20przyrody%20%C5%81azy%202022-06-21%2008.jpg","recipe-100-img-01-Menyanthes_trifoliata_Bobrek_tr_jlistkowy_Rezerwat_przyrody_azy_2022-06-21_08.jpg"
"100","99","2","Menyanthes_trifoliata_kz22.jpg","https://commons.wikimedia.org/wiki/File:Menyanthes_trifoliata_kz22.jpg","https://commons.wikimedia.org/wiki/Special:FilePath/Menyanthes_trifoliata_kz22.jpg","recipe-100-img-02-Menyanthes_trifoliata_kz22.jpg"
